-4.409122724433675033e-01,-8.418438707660732545e-01,-2.746567363334929679e-01,1.166770152300316138e-01,-8.837514789357971134e-02
-3.696029036109122479e-01,-7.046754091205523762e-01,-2.290988988754178168e-01,8.512438486734900944e-02,-7.002003941785450714e-02
-7.481302357330641417e-01,2.735981046343233247e-01,2.826002219197902288e-01,1.282941940890817631e-04,-3.425848170917161761e-02
-5.956965700442801159e-01,2.503536711863939557e-01,3.207443474016986595e-01,3.294168998536696480e-02,-1.095337631199485157e-01
1.049771888102806333e-01,1.647564448575805293e-02,9.733767973679322005e-02,-4.988972851843326284e-02,6.673108054556996238e-02
1.099584258995404129e-01,3.096970158487371769e-03,1.048673531310905654e-01,-5.311702784667795413e-02,6.025790883957241051e-02
6.968741693611739674e-01,2.717275491940528420e-01,-5.731860465627202084e-01,-1.765318525232495994e-01,-2.842265658466965883e-01
4.856783349792406779e-01,1.284068280374230375e-01,-4.716561111101665316e-01,3.526637058827215843e-02,-1.105109396978446179e-01
5.055063207959767935e-01,2.077882078382999320e-01,-6.786338230638659930e-01,-6.600066894538429707e-02,-1.200236662264949072e-01
-9.389330790258890863e-03,3.319502976084136997e-02,-1.498662926133673308e-02,-1.918452466726815533e-02,-5.577762831956798589e-03
-5.521428134601932269e-01,-3.459859942335190286e-02,2.415024115396233184e-01,-6.138491819640089497e-01,5.086924427155233852e-01
-4.494905943875373566e-01,-1.016244402298922996e-02,2.806405364072857567e-01,-5.160543772979959698e-01,2.455753178754932209e-01
-7.121885060861677941e-01,4.833557737463456405e-01,3.718828520085362133e-01,-4.624138118287490773e-02,-2.803066459029893709e-01
5.254663151239996610e-02,1.106604541755039188e-02,-1.928791479348370558e-02,1.895492018261802150e-03,-1.044386999736802036e-03
1.829990500860877445e-01,1.074121202967704691e-01,3.433897213621532607e-02,7.956180008977379314e-01,3.245256689395941141e-01
1.755629235140398203e-01,1.063598026064581509e-01,2.423082868378090976e-02,7.521351088836100152e-01,3.152310331160315116e-01
3.985378643038895580e-02,1.407837660288110970e-01,-7.259556983756651483e-02,-3.268530206879738387e-01,5.189850363097222585e-01
-4.535644104342524408e-01,-8.360188084797359753e-01,-2.813477082833792386e-01,1.040567962164438282e-01,-7.302442685435087122e-02
-3.919114322862087274e-01,-7.390204716158754739e-01,-2.479345762906195183e-01,9.652789541117566541e-02,-7.909250757951340194e-02
-5.607778166308771128e-01,2.303381660426847763e-02,2.845532296882510859e-01,-5.266715822454656193e-01,2.567693130604801199e-01
-5.434642072205614349e-01,4.609033176618091560e-02,3.034718416621138837e-01,-5.237611246690101474e-01,2.896897598540816854e-01
4.991691494268077900e-01,2.241055033120110951e-01,-4.615490097772816380e-01,5.686366677696035044e-02,3.919788704896220305e-02
3.247351414666887481e-01,-6.477392468038954965e-01,1.605337650652731429e-01,8.183537994122604131e-02,-5.826196125390555869e-01
-7.799659441707192942e-01,4.135953545838780832e-01,3.604376503982729130e-01,-1.846697760815034783e-01,-2.377693279563845574e-01
-6.519461550438814257e-01,2.901953234941097581e-01,2.985338476325994916e-01,-1.127004502942744422e-02,-1.715242684079993085e-01
1.633764687524874859e-01,2.188221370243291497e-01,-5.735791259512308393e-01,1.377499329197846012e-01,-4.423444636854808043e-01
1.495854084899820025e-01,1.888017144266433966e-01,-5.240258818056291457e-01,1.119165889836878508e-01,-3.881220293430002188e-01
3.125255778402144524e-02,-8.584619236607525794e-01,2.469211165605784686e-01,2.686903073222804417e-01,1.301051884269847081e-01
-3.544676637028294341e-03,-8.545183837688152817e-01,2.330324196872466669e-01,2.697960510864088057e-01,1.085008683781835959e-01
8.228630318627351559e-02,-1.610239215305696026e-01,1.708005106714762522e-01,2.712176788110163828e-01,2.595351865077963338e-01
7.738875264806711896e-02,8.405420282848540259e-01,2.729596538938717024e-02,4.657843008893567949e-01,1.238601662107957496e-01
4.896651168298880169e-02,7.882329182895522202e-01,8.948621162192216261e-02,5.080810073400342519e-01,9.826062243366458226e-02
5.706587900987859507e-01,1.840674432186703569e-01,-3.778992546521756646e-01,2.180790626818641942e-01,-8.207234346671245240e-02
3.473204778368897405e-01,9.420128969191668422e-02,-2.012430019078654542e-01,2.987764358242304130e-01,1.688479268609859862e-01
2.509145662096426976e-01,5.812206212003849515e-02,-3.439414794510425311e-01,-3.643042528393902833e-03,-2.278128167806308529e-02
-5.911782495584966268e-01,-6.973266464555073763e-02,1.516319137727477617e-01,1.144326986197094671e-02,-3.851996989386626269e-01
-6.056763815716313948e-01,1.427263534481189866e-01,3.126987227881683484e-01,-6.070531423980104480e-01,4.280680362817271267e-02
6.732245381865182843e-01,-5.304901835522659592e-01,3.928195173575491084e-01,-2.959124139156598665e-01,-1.530903170433082494e-01
4.559128159817337766e-01,-5.306226967188695243e-01,2.759212334210246476e-01,-4.380766677977073198e-01,-3.016995047834631488e-02
6.238363124106328650e-01,6.941119297509990016e-02,-6.268698945308788240e-01,7.154710306924870478e-02,-1.598570784448337945e-01
5.599469883587726571e-01,2.121662666267119246e-01,-4.663406661501726114e-01,1.613061420709823723e-01,-8.973801323069799385e-02
1.417341938622514452e-01,1.459341894377771953e-01,5.025974496519637624e-02,-2.149969113939989573e-01,-6.378075424925105930e-02
8.131638637036292527e-02,-8.641456619096932190e-03,8.280480266577464055e-02,3.050569113654201525e-02,7.965316057253465920e-02
-6.641812801716303616e-01,2.912822634947603295e-01,2.908078697771736554e-01,7.234544151287100600e-02,-1.580459772625698867e-01
-5.350712974001172739e-01,-3.746685169435565177e-02,1.484112844063343040e-01,-5.276026296051820053e-01,4.376193706712904752e-01
-4.343803793662543988e-01,8.953338724056222452e-04,2.683944209949635784e-01,-4.887902405105178372e-01,2.293478480580073975e-01
-2.628496983195613979e-01,-2.737242321968313963e-01,-3.098600003764342969e-01,7.153500475807628156e-01,4.982017364283158889e-01
-1.788123303361388305e-01,-3.245412152017334573e-01,-1.797838433635499944e-01,5.996753055865103876e-01,4.551233823731777872e-01
1.390066467692810115e-01,6.695856253221124099e-01,-3.368932013311968787e-01,2.926442526677403011e-02,2.050765883142033064e-01
8.265391501550857223e-01,-2.567000521603459151e-01,-4.770596813547599568e-01,-7.336466808498356973e-02,1.339195662399617626e-01
-5.720997793426156885e-01,2.456633641782443866e-01,3.082601994066428985e-01,4.881440681152476868e-02,-1.825922501109042695e-01
7.090742673958081443e-01,2.471395858520002431e-01,-4.822012237325153938e-01,2.548702307020380142e-01,-1.052443478200251609e-01
6.354956437497387700e-01,1.780135889578136899e-01,-4.247076745745108628e-01,2.005581979739411713e-01,-8.414081848346248449e-02
-4.674389533342293568e-01,7.900447821262150672e-02,3.225904144579369026e-01,-6.030999689430135424e-01,2.573946176878311176e-01
6.245823665937743074e-01,1.464489693560492578e-01,-4.914591183277652875e-01,2.283848885761075587e-01,-1.831696993615536118e-01
-2.424581269530385816e-02,-9.176930247158751053e-01,2.767275310180658532e-01,2.667284149134271920e-01,9.745676825114116260e-02
3.559081968001479024e-02,-8.131903635399616581e-01,2.235120663630707771e-01,2.046085576225432634e-01,1.966453189321945572e-01
-4.026747986836318738e-01,-7.801009397865884543e-01,-2.553195478121159656e-01,1.008588765257519698e-01,-5.729398735454660496e-02
7.544345643091181219e-02,-5.720396959272663340e-01,1.635207105466747746e-01,1.443535768895070626e-01,2.254203634413904089e-01
7.940867834496787014e-02,8.180140536730561712e-04,-1.599257245132821303e-01,1.697561419041808684e-01,-7.733822039472536790e-03
9.737271162737315411e-02,-1.314336328282724418e-02,-1.671007494499561485e-01,1.434099452856414381e-01,-4.594463830131854769e-03
